Training ID,原始採購品名,標準品名,大類,子類,資料型態,主要材料,建議規格欄位,常用單位,Scope 3候選類別,排放係數匹配關鍵字,資料品質,訓練備註,適用產業
RP-0201,200及300人教室視聽設備,200及300人教室視聽設備,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,200及300人教室視聽設備 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615891；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0202,輸電線路用鐵柱委外加工及爬梯增設等一批,輸電線路用鐵柱委外加工及爬梯增設等,電力設備／電材,電力傳輸、控制設備及其零件,公開決標採購品名,電力傳輸、控制設備及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,輸電線路用鐵柱委外加工及爬梯增設等 / 電力傳輸、控制設備及其零件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615899；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0203,視聽教學環境硬體設施改善-桌上型電腦及螢幕,視聽教學環境硬體設施改善-桌上型電腦及螢幕,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,視聽教學環境硬體設施改善-桌上型電腦及螢幕 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615903；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0204,113塔二期引擎機組曲軸配件採購,113塔二期引擎機組曲軸配件採購,機械／零組件,"引擎,渦輪及其零件",公開決標採購品名,"引擎,渦輪及其零件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113塔二期引擎機組曲軸配件採購 / 引擎 / 渦輪及其零件 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615917；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0205,"紅色調版紙1,540令","紅色調版紙1,540令",紙品／印刷／包材,"紙漿,紙及紙產品;印刷品及相關的商品",公開決標採購品名,"紙漿,紙及紙產品;印刷品及相關的商品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,紅色調版紙1 / 540令 / 紙漿 / 紙及紙產品 / 印刷品及相關的商品 / 包材印刷 / 紙品 / 印刷 / 包材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615920；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,包材印刷
RP-0206,113年度防蚊液採購,113年度防蚊液採購,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年度防蚊液採購 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615922；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0207,EMU800型用密封等4項,EMU800型用密封等4項,其他財物,鐵路及電車軌道之機車及其零件,公開決標採購品名,鐵路及電車軌道之機車及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,EMU800型用密封等4項 / 鐵路及電車軌道之機車及其零件 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615931；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0208,113學年度學校午餐外訂桶餐/餐盒採購案,113學年度學校午餐外訂桶餐/餐盒,食品／農產,"穀粉,澱粉及澱粉製品;其他食品",公開決標採購品名,"穀粉,澱粉及澱粉製品;其他食品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113學年度學校午餐外訂桶餐/餐盒 / 穀粉 / 澱粉及澱粉製品 / 其他食品 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615932；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0209,高壓電纜故障探測器及掃描指示信號產生器,高壓電纜故障探測器及掃描指示信號產生器,電力設備／電材,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,高壓電纜故障探測器及掃描指示信號產生器 / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615949；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0210,網路交換器與無線網路設備汰舊換新採購案(113),網路交換器與無線網路設備汰舊換新,電力設備／電材,電力傳輸、控制設備及其零件,公開決標採購品名,電力傳輸、控制設備及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,網路交換器與無線網路設備汰舊換新 / 電力傳輸、控制設備及其零件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615958；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0211,32項藥品單價開口契約,32項藥品單價開口契約,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,32項藥品單價開口契約 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615968；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0212,鴻運油輪離心式泵浦配件,鴻運油輪離心式泵浦配件,車輛／運輸設備,船舶,公開決標採購品名,船舶,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,鴻運油輪離心式泵浦配件 / 船舶 / 運輸設備 / 車輛 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615970；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,運輸設備
RP-0213,「骨幹網路威脅分析資料暨場域資料封存架構建置」採購案,「骨幹網路威脅分析資料暨場域資料封存架構建置」,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,「骨幹網路威脅分析資料暨場域資料封存架構建置」 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615972；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0214,組織研磨機壹組,組織研磨機壹組,醫療用品／藥品,"醫療,外科及矯形設備",公開決標採購品名,"醫療,外科及矯形設備",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,組織研磨機壹組 / 醫療 / 外科及矯形設備 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615973；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0215,『高功率綠光雷射系統壹項醫材』2年期單價開口契約,『高功率綠光雷射系統壹項醫材』2年期單價開口契約,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,『高功率綠光雷射系統壹項醫材』2年期單價開口契約 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615975；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0216,電動沙發椅12EA,電動沙發椅12EA,其他財物,傢具,公開決標採購品名,傢具,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,電動沙發椅12EA / 傢具 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615986；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0217,113年五股、泰山職訓場冷氣新增及汰換,113年五股、泰山職訓場冷氣新增及汰換,機械／零組件,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,公開決標採購品名,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年五股、泰山職訓場冷氣新增及汰換 / 氣體產生器 / 蒸餾設備 / 冷凍及空調設備 / 過濾機具 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615988；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0218,本局113年度為充實本局及各分局鑑識設備購置「單眼數位相機」採購案,本局113年度為充實本局及各分局鑑識設備購置「單眼數位相機」,儀器／光學設備,"光學儀器,攝影設備及其零件與附件",公開決標採購品名,"光學儀器,攝影設備及其零件與附件",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,本局113年度為充實本局及各分局鑑識設備購置「單眼數位相機」 / 光學儀器 / 攝影設備及其零件與附件 / 儀器光電 / 儀器 / 光學設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615998；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,儀器光電
RP-0219,鴻運、盛運、華運及通運油輪離心式泵浦配件(113年),鴻運、盛運、華運及通運油輪離心式泵浦配件,車輛／運輸設備,船舶,公開決標採購品名,船舶,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,鴻運、盛運、華運及通運油輪離心式泵浦配件 / 船舶 / 運輸設備 / 車輛 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70616006；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,運輸設備
RP-0220,號誌LED紅色燈板及控制電路板採購,號誌LED紅色燈板及控制電路板採購,其他財物,鐵路及電車軌道之機車及其零件,公開決標採購品名,鐵路及電車軌道之機車及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,號誌LED紅色燈板及控制電路板採購 / 鐵路及電車軌道之機車及其零件 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70616008；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0221,導線等6項二年期單價開口契約,導線等6項二年期單價開口契約,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,導線等6項二年期單價開口契約 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70616010；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0222,台糖4合1火鍋餃系列商品採購契約,台糖4合1火鍋餃系列商品採購契約,食品／農產,"穀粉,澱粉及澱粉製品;其他食品",公開決標採購品名,"穀粉,澱粉及澱粉製品;其他食品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,台糖4合1火鍋餃系列商品採購契約 / 穀粉 / 澱粉及澱粉製品 / 其他食品 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70616015；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0223,泵室循環水泵泵軸及設備配件一批,泵室循環水泵泵軸及設備配件,電力設備／電材,其他電力設備及零件,公開決標採購品名,其他電力設備及零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,泵室循環水泵泵軸及設備配件 / 其他電力設備及零件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70616019；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0224,臺中市太平區中華國小113學年度學童午餐食材採購,臺中市太平區中華國小113學年度學童午餐食材採購,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,臺中市太平區中華國小113學年度學童午餐食材採購 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70616037；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
